0	20011201.1339429989	20011204.1644489989
1	20011201.1255219989	20011204.1650400013
10	20011204.15185	20011204.15185
11	20011201.2103269994	20011201.2103269994
2	20011201.1232400015	20011204.1645280011
3	20011201.1216179989	20011204.1631110013
4	20011201.1210130006	20011204.1623569988
5	20011201.1202059984	20011204.1547329985
6	20011201.1215559989	20011204.1512590013
7	20011201.1243150011	20011204.1605020016
8	20011201.1342209987	20011204.1503520012
9	20011201.1432150006	20011204.152555
